AQ_type,AQ_slope,R2,lower_ci_slope,upper_ci_slope,ci_contains_zero
AQ_social,-0.03883128529633997,0.04217624696271416,-0.0403833938337387,0.03809203894071777,True
AQ_attentional_switches,0.03064765072250966,0.038407469725961874,-0.040930461828795305,0.03505153447933628,True
AQ_attencion_detail,-0.04806471834951113,0.06782417202123225,-0.04159711470618569,0.03325584085938736,True
AQ_communication,0.012830982203491829,0.019772174117164143,-0.04183484660664214,0.03256370497393536,True
AQ_imagination,0.0028600663276839113,0.01694656333811928,-0.04122556620759722,0.03488945234138935,True
AQ,-0.004191922047230891,0.01892717331461735,-0.03197165801745907,0.01850240435710138,True
AQ_social,0.036891172127059266,0.04296921341885651,-0.03218811662098855,0.019094415777663475,True
AQ_attentional_switches,-0.011767550521140086,0.02022076747770951,-0.031915701228362146,0.01799721092306328,True
AQ_attencion_detail,0.007301932881889175,0.017716703317564253,-0.0333206825983845,0.015965762966338646,True
AQ_communication,-0.0551678963098236,0.08056930440164867,-0.032836242787594234,0.017271445104069978,True
AQ_imagination,0.003976004457468359,0.017262276296704626,-0.03093398681736801,0.017411823524449366,True
AQ,-0.006529900146362393,0.020360370773503167,-0.036391685701340465,0.018957909935442968,True
AQ_social,-0.020902814996112636,0.02509284764607045,-0.03582200542451774,0.018233695404608046,True
AQ_attentional_switches,0.03228069547653746,0.03410614669013845,-0.036216912288566876,0.019602061751748702,True
AQ_attencion_detail,-0.026397445138051555,0.02707694672284844,-0.03603282808872373,0.01911853926607832,True
AQ_communication,-0.02833580570980137,0.030031423883934538,-0.033870420726528,0.01985987385191439,True
AQ_imagination,0.010290483566669685,0.018602253069946895,-0.037592942387039,0.021464491817719606,True
AQ,0.013470244847476867,0.02863567723168925,-0.023924348732359803,0.05666754973731956,True
AQ_social,0.007199100304565469,0.01773996522903598,-0.026118466168758337,0.05663411270040391,True
AQ_attentional_switches,0.05878050224934991,0.054805832519615905,-0.025331015750272586,0.05317202843926693,True
AQ_attencion_detail,-0.024516044864574767,0.026620238063072454,-0.030477236091047646,0.05912972168268203,True
AQ_communication,0.006018954740850812,0.017431110185777254,-0.023176805100779085,0.05568995021329128,True
AQ_imagination,0.02957573998805919,0.02870344822403459,-0.026828226327151903,0.05553916141202505,True
AQ,-0.02306118262355353,0.06354220139592015,-0.05319835480293974,0.006483500327295662,True
AQ_social,0.020621845634060634,0.02270997145553133,-0.053430606606102514,0.00862377780423481,True
AQ_attentional_switches,0.05223666144123322,0.05690317219239449,-0.054609772413921946,0.007104492166471926,True
AQ_attencion_detail,-0.11092336982279412,0.19219186623354245,-0.05573372172006931,0.009481128447020355,True
AQ_communication,-0.03333853160297655,0.03745549291866712,-0.05592936812221701,0.006783313479578514,True
AQ_imagination,-0.052249370795442784,0.0627412055738491,-0.05479355056755862,0.008289623431509206,True
AQ,0.012766306190523663,0.03095915919579517,-0.00863481973352765,0.040158179454905026,True
AQ_social,0.032330386727583774,0.040078109857001554,-0.010992385197484595,0.037735454057195104,True
AQ_attentional_switches,-0.005452090127252183,0.017423422780780684,-0.011382908019731524,0.0407768595587255,True
AQ_attencion_detail,-0.06990349114688767,0.09473444839435641,-0.010317948551264335,0.04132296985194973,True
AQ_communication,0.08204292873761072,0.15349787013380878,-0.011097320541531952,0.038697222626089926,True
AQ_imagination,-0.002973346849066175,0.016979152928366603,-0.009299131996249953,0.03671043387726656,True
AQ,-0.00032412948348990495,0.016830891267334946,-0.040644998849043795,0.03754561695869011,True
AQ_social,-0.00024217319051241025,0.016822862921318182,-0.04496636534045875,0.03902409413593046,True
AQ_attentional_switches,0.07561126538181175,0.11366602172206408,-0.041042323741620854,0.037098435841467256,True
AQ_attencion_detail,-0.04950775946350551,0.06328243803992417,-0.04105708817077933,0.03899402055218655,True
AQ_communication,-0.012855176890496096,0.019957855807184788,-0.04368468143723384,0.038499085514185065,True
AQ_imagination,-0.0058843297513235665,0.01754007200775276,-0.04258608651829784,0.036962401090352114,True
AQ,0.015335509747597197,0.037878039243960826,-0.013422620093081008,0.05212905938270104,True
AQ_social,-0.0274400248004337,0.030446542105760144,-0.011452232671297755,0.05097196703595365,True
AQ_attentional_switches,0.02015904540192634,0.0250812592054922,-0.014111152000777517,0.050663692901350164,True
AQ_attencion_detail,0.018673612771454053,0.021286279893765747,-0.011506615180225853,0.05126721100593216,True
AQ_communication,0.04378403714043073,0.061770704174789914,-0.014182127849051806,0.050287984328975584,True
AQ_imagination,0.013917380357807508,0.01952408783701487,-0.01257861766716957,0.05317910598924864,True
AQ,0.018923802367352575,0.055454148024023264,-0.015313805723566406,0.054532656413993644,True
AQ_social,0.020690739829260105,0.022566123244295078,-0.014973333599829313,0.05291249018892537,True
AQ_attentional_switches,0.008406562800524743,0.018427666925619812,-0.01767417726175557,0.050367451498293976,True
AQ_attencion_detail,0.022700797568564048,0.022350233061239733,-0.015880109479252617,0.053307504248280235,True
AQ_communication,0.04520491414043134,0.07232201294144136,-0.0154205883498322,0.05658629004069716,True
AQ_imagination,0.005227553514474467,0.017352560793468252,-0.017836425937685026,0.054178551540237825,True
AQ,0.015746746917731237,0.03614649188273111,-0.019877441183612267,0.05762546034512993,True
AQ_social,0.004034209837757787,0.017179826477108362,-0.020935935020831065,0.05442889001206867,True
AQ_attentional_switches,0.0030728300132779767,0.017048520165311776,-0.02266845583022959,0.05417177393688734,True
AQ_attencion_detail,0.029636546218226978,0.02480820568699993,-0.018733446361026928,0.05347650996330031,True
AQ_communication,0.03327786753624564,0.038508827117979205,-0.02298010708095084,0.0547985498773618,True
AQ_imagination,0.009257823393135417,0.018150400386778398,-0.022665726303888897,0.057761728278119824,True
AQ,0.010781086494550734,0.027559205760750993,-0.016859581840371476,0.03839450069923913,True
AQ_social,0.08762281911113186,0.16274906409259327,-0.01590602816922555,0.040623042633068034,True
AQ_attentional_switches,0.0048454382190028815,0.017234312016344844,-0.017328237101557654,0.03737450102012493,True
AQ_attencion_detail,-0.008605002986984273,0.01808481896514047,-0.017367786898212747,0.03566614765329285,True
AQ_communication,-0.049127875902118485,0.04234157357289092,-0.016377388160166546,0.03961990750206725,True
AQ_imagination,-0.005335891627431713,0.017293246371438586,-0.01699475462023087,0.03556426413334306,True
AQ,0.016142367222176972,0.04056911276058861,-0.021143819620505627,0.04828460622854226,True
AQ_social,0.007701150941547826,0.018115185685206647,-0.0190254535314211,0.05054737901570844,True
AQ_attentional_switches,-0.026855254990929674,0.0282087586993508,-0.020150367333210746,0.04841578766558839,True
AQ_attencion_detail,0.07288550586524019,0.11643116006207588,-0.021735654420612264,0.05149401450693695,True
AQ_communication,0.05403225076754076,0.0755215995898405,-0.020164372194435044,0.04880803876198446,True
AQ_imagination,-0.04395229024632335,0.04872490421659159,-0.017998126356856964,0.051110528928181576,True
AQ,-0.02437680482916178,0.08331364988930656,-0.048190839030002486,-0.007415626977790982,False
AQ_social,-0.06274585687892445,0.07675979685039014,-0.05023128476325544,-0.005378756558640487,False
AQ_attentional_switches,-0.03367991949741061,0.04214311015091232,-0.04963386447194979,-0.007660063563099555,False
AQ_attencion_detail,-0.03188160401063381,0.034477411147713743,-0.049508382336437146,-0.006055680027244064,False
AQ_communication,0.0003357695349796395,0.01682457714666985,-0.04972633731385093,-0.007022201735347724,False
AQ_imagination,-0.025018726982900353,0.028708097219796058,-0.049197390645744576,-0.0055509253001984,False
AQ,-0.030099546253304015,0.09016682077975802,-0.06461923603121293,-0.002754873566613878,False
AQ_social,-0.030074281532097315,0.03378907552787014,-0.06226704961581921,-0.0010702465766410437,False
AQ_attentional_switches,-0.016632693215350134,0.02169956626840408,-0.06791180227095216,-0.0017318474302091295,False
AQ_attencion_detail,0.012761630201334886,0.018939502197294233,-0.06375753080638881,0.00036035024033153907,True
AQ_communication,-0.024631526854075637,0.029143760741413116,-0.06588288998585701,-0.0010598756617327138,False
AQ_imagination,-0.08172366337877154,0.11856750273583183,-0.06409635483860063,0.0009855894206768053,True
AQ,0.005549731142052341,0.020399584856840125,-0.02677730269281716,0.03226996253078258,True
AQ_social,0.03735856892319798,0.04049032880476067,-0.02789282217411607,0.03132235228115188,True
AQ_attentional_switches,-0.013424696366574198,0.021340537109406976,-0.026576502816720124,0.029148212077609963,True
AQ_attencion_detail,-0.0001567144240345977,0.016822346840369096,-0.0260856350207438,0.029622520493728075,True
AQ_communication,0.03457188371275515,0.04604693191299303,-0.02393923740398081,0.030701587917496588,True
AQ_imagination,-0.026913614504138116,0.030119642373943267,-0.02524164156294635,0.02978748078034263,True
AQ,-0.019819756806227336,0.0628827126967818,-0.05900188918963546,0.01753752140383009,True
AQ_social,-0.027377523691814388,0.032483650579913204,-0.059336734703128766,0.015387258356568043,True
AQ_attentional_switches,-0.05384070205665624,0.07895680674947048,-0.05571929224206587,0.018996173274140184,True
AQ_attencion_detail,0.020851785403032744,0.02599876760056885,-0.06073252595557306,0.014796746492420085,True
AQ_communication,-0.06542375182538182,0.08102555815806389,-0.059270083883318045,0.01736886714945908,True
AQ_imagination,-0.0029173492756514965,0.01698697446610742,-0.06099706444129236,0.016811256535240467,True
AQ,-0.01551680659445949,0.04698677894315717,-0.04123492834739669,0.011069791248772932,True
AQ_social,-0.0020982844311353585,0.016897174704288975,-0.03972816468889496,0.014073349772497827,True
AQ_attentional_switches,-0.011200876950536877,0.01966794114717041,-0.03860347652124696,0.012393285889693401,True
AQ_attencion_detail,-0.011948618122396554,0.01930017765543357,-0.040741589406816284,0.013533551371833881,True
AQ_communication,-0.06293112087724113,0.11549988685248569,-0.04095611659462248,0.014634363403980501,True
AQ_imagination,0.0069614235450976185,0.017667316206956052,-0.03943240976962966,0.011348308918240261,True
AQ,0.01539533864317217,0.038988442890179886,-0.011097962815042705,0.045092414295646664,True
AQ_social,-0.03363232127658888,0.04320770435755217,-0.010262183915689359,0.04489748537451359,True
AQ_attentional_switches,0.029584961724163524,0.03350368909966561,-0.010328452505819229,0.04780091890904599,True
AQ_attencion_detail,-0.00843703359508587,0.01797012255380992,-0.010467542885857361,0.04547357971802016,True
AQ_communication,0.014656021673272108,0.021867850910798126,-0.011814308453353238,0.047205526231280874,True
AQ_imagination,0.07565572246386013,0.12669745397835008,-0.014270124135525173,0.04793568141440141,True
AQ,-0.00358257336211856,0.01830127978632423,-0.02805207891040841,0.02580005972729295,True
AQ_social,0.0037498786490410105,0.01715881061592306,-0.02866398657783107,0.027879877318412568,True
AQ_attentional_switches,-0.02228288234468148,0.029401919368546414,-0.029363016499197293,0.025868531686375724,True
AQ_attencion_detail,0.04140883633902769,0.04325744834814971,-0.030006269408713822,0.02556478174821358,True
AQ_communication,-0.029486612127361967,0.03550168413306509,-0.027472405020387072,0.026324974674878654,True
AQ_imagination,0.0018419426505660226,0.01692645668544579,-0.029024121709050228,0.028558755337009467,True
AQ,-0.022478142803877225,0.07318015571162928,-0.04915136653893959,0.0068368752259491935,True
AQ_social,-0.04409459316718747,0.043261983755727096,-0.04721658675779295,0.00562325215366168,True
AQ_attentional_switches,-0.03289110933726141,0.03679321464224894,-0.04969662831488058,0.005817599694441621,True
AQ_attencion_detail,-0.017068171370550167,0.02229576223932117,-0.05257558022881477,0.006943229633187126,True
AQ_communication,-0.021419015857909153,0.024382110513518906,-0.04874135217857505,0.006826813042446545,True
AQ_imagination,-0.026027245274333765,0.03313424319120417,-0.05282602032274231,0.006640832379113077,True
AQ,-0.009241238152151868,0.022954231634082167,-0.043348168938304156,0.01893230658352696,True
AQ_social,0.10556389971644246,0.17478371825188543,-0.0431513911325621,0.020061500166789842,True
AQ_attentional_switches,0.035832403337390184,0.03677766926580672,-0.04070794678181655,0.017947465710161942,True
AQ_attencion_detail,-0.004589800941108173,0.01705238440595158,-0.04392306532394861,0.021565708600338743,True
AQ_communication,-0.08039934904988653,0.13951059220081186,-0.04154219271725296,0.016809974737435663,True
AQ_imagination,-0.062171300618512546,0.08773738874888026,-0.04514170203992554,0.019657292583668093,True
AQ,0.0028857982691455944,0.017533201078518856,-0.027050872130444263,0.029356445840209692,True
AQ_social,0.032048512153564905,0.037026313446169135,-0.028071972046039784,0.030209008838660224,True
AQ_attentional_switches,0.01347159269776643,0.02067016070865635,-0.028113786172263844,0.02691604037801456,True
AQ_attencion_detail,-0.02899589424819952,0.029196207198386115,-0.027724605713049744,0.028439624659151994,True
AQ_communication,-0.03687983425600295,0.041225072313969324,-0.02876499369334667,0.027396137240441192,True
AQ_imagination,0.032816915067586015,0.030568157879323765,-0.026668617532076097,0.02823830152862791,True
AQ,0.009422867723170185,0.02838970150314124,-0.016520742090237062,0.031717410457510975,True
AQ_social,0.05114163249114752,0.0575108643652964,-0.016069269898118427,0.03230482910079466,True
AQ_attentional_switches,0.01632646292667105,0.022490512311411304,-0.018979183971850815,0.03229261855858146,True
AQ_attencion_detail,-0.008390923939399516,0.018177242809098715,-0.015206219052111041,0.03418091245257524,True
AQ_communication,0.0266851523151734,0.02899243158395115,-0.01666636584910976,0.03213630605263403,True
AQ_imagination,-0.011506464472478214,0.01923503666753923,-0.015226881531674726,0.033303025236305385,True
AQ,-0.008947224763250687,0.027621394839401403,-0.03775538859943303,0.01508203117491484,True
AQ_social,0.01829391001525669,0.02133463276874925,-0.03677718058829574,0.015944248081284765,True
AQ_attentional_switches,0.009948184791749148,0.01951371131245816,-0.036140104600049405,0.017285290016312863,True
AQ_attencion_detail,-0.049780065875445444,0.06159404760292597,-0.037072380593717466,0.015634631716312918,True
AQ_communication,-0.024128666126364426,0.030537727880898036,-0.039846538425815314,0.015173000767074115,True
AQ_imagination,-0.0116420544755036,0.019807534452100595,-0.037219526688469874,0.014574160707013376,True
AQ,-0.0050936679338074945,0.018609510370700133,-0.03345755469930122,0.03212538943080197,True
AQ_social,-0.07053291518010721,0.10654733912365855,-0.03251131560809581,0.03534289188265518,True
AQ_attentional_switches,0.022585449846949313,0.027879494196748067,-0.03162472007660663,0.031098996367915945,True
AQ_attencion_detail,0.010288336954877443,0.01850456898596975,-0.031973606118023634,0.03132082626093491,True
AQ_communication,-0.002658514844233762,0.0169590161924007,-0.03194100620851456,0.0332510032179502,True
AQ_imagination,0.020970296515931873,0.023523925439079885,-0.030592068729422998,0.030458498538961678,True
AQ,0.028267718403928898,0.08309903406645358,-0.012504904199712275,0.06451180346261862,True
AQ_social,-0.07328273523923425,0.09820236554973727,-0.011613798043933355,0.06086120080359737,True
AQ_attentional_switches,0.09638473750341078,0.16803280330677517,-0.010236476966437971,0.06366580753746626,True
AQ_attencion_detail,0.012418969276434367,0.019468067155399615,-0.009712403937571053,0.06115891334348226,True
AQ_communication,0.042710648869487465,0.05880419126451808,-0.011561071220334588,0.06338654474432398,True
AQ_imagination,0.03207082386387933,0.038959261906897025,-0.009348567035235915,0.06033381551172251,True
AQ,0.0012179747038640184,0.01695283287937066,-0.030153106940810137,0.029198929518125975,True
AQ_social,0.03257748609426461,0.03599765056570425,-0.03253884145371428,0.02630508974801207,True
AQ_attentional_switches,0.06311196210185645,0.0825716421272279,-0.0315399826225948,0.028860238112627383,True
AQ_attencion_detail,-0.03446095851646034,0.041263489865236314,-0.029277755354792653,0.02697382582584021,True
AQ_communication,-0.04320433020112679,0.055739951870705906,-0.031171364088497168,0.02976418104451685,True
AQ_imagination,0.004481720606808469,0.017212679744398884,-0.0301186829922767,0.027348051079054705,True
AQ,-0.00023381579566803215,0.016828078934198798,-0.02616919424031134,0.01795448162551436,True
AQ_social,0.018735093949835704,0.02396044949799725,-0.028503541647858593,0.01884522747790922,True
AQ_attentional_switches,0.0016689427844412549,0.016881950423461967,-0.027090818162951502,0.018829089952337334,True
AQ_attencion_detail,0.0030669687756465923,0.016958374394895448,-0.025470043321012357,0.01958530597598117,True
AQ_communication,0.02310258449145377,0.02563009886067369,-0.0270270015439741,0.018147753602734264,True
AQ_imagination,-0.06005091276339295,0.06905131884687543,-0.027553977489498904,0.01888962047384113,True
AQ,0.015131418472478609,0.03135634776130558,-0.03319514805694072,0.05623789673617938,True
AQ_social,0.000369105363891404,0.016823083183747922,-0.035607184355651106,0.05234968060137687,True
AQ_attentional_switches,0.014579986317445226,0.021272490085018636,-0.030506261606581573,0.0570082868610682,True
AQ_attencion_detail,0.0310346104792626,0.03915601378901834,-0.03333096425577467,0.05552349593550577,True
AQ_communication,0.010436899975885754,0.01851246929538497,-0.02757761008018394,0.05564521084397857,True
AQ_imagination,-0.0126160387790968,0.019721493454868733,-0.033612853794759354,0.05707072926369384,True
AQ,-0.0029757171688841785,0.01778116274448882,-0.0288368438624127,0.030164021001330713,True
AQ_social,0.04179687050645083,0.04362003901224243,-0.029991546436508237,0.030555354037426524,True
AQ_attentional_switches,0.030892107520351243,0.032663902261823474,-0.030613975933498263,0.03191657976514776,True
AQ_attencion_detail,-0.00912010083751897,0.018043040439441493,-0.029930888035399696,0.02986425341105188,True
AQ_communication,-0.03228954863267925,0.034981655036272485,-0.030535986769302314,0.03471132253802528,True
AQ_imagination,-0.02719272172021954,0.03803374958303796,-0.03146869121644794,0.031293775374536786,True
AQ,-0.0039382401294642,0.018433000126812038,-0.04062731026440817,0.028832991146222488,True
AQ_social,0.051141936235933175,0.07226079637560723,-0.04019779606555851,0.02920795407213935,True
AQ_attentional_switches,-0.039340328885537824,0.05152175704292683,-0.04187357020933631,0.028970122792664015,True
AQ_attencion_detail,-0.07841695706461331,0.09931774951475325,-0.04385712821537604,0.029916947078296913,True
AQ_communication,0.049748439304307814,0.05522457834184136,-0.04020204648239318,0.029612055812769166,True
AQ_imagination,-0.02733530751031715,0.025870262683720613,-0.040278688698545895,0.029013266829344662,True
AQ,0.0013588172295982805,0.017001768285327734,-0.024396335370147303,0.03689491924987016,True
AQ_social,0.036452734373050084,0.04417674884532552,-0.024065932875319728,0.04014215019275569,True
AQ_attentional_switches,-0.002748146560294579,0.016974501624691607,-0.022097401358114468,0.04151594844310864,True
AQ_attencion_detail,-0.06508947205325158,0.07261068957917394,-0.02526572359274419,0.03936373171239545,True
AQ_communication,-0.00330781808947678,0.01705914344871684,-0.025185746721048563,0.03992404553807271,True
AQ_imagination,0.021920358343481768,0.02485468923264711,-0.024078498123113443,0.03928933108910923,True
AQ,0.0016341888821475145,0.017031306180002703,-0.02626923638423572,0.02867711773748229,True
AQ_social,0.006726934943816066,0.017401971234686675,-0.025548924411124357,0.03547782405771682,True
AQ_attentional_switches,-0.004839087806691049,0.017230059413463006,-0.026009670727839693,0.032989973811817,True
AQ_attencion_detail,-0.009426424495779314,0.018195809528275042,-0.02364358886233938,0.029936889793582472,True
AQ_communication,-0.050806028881619295,0.06581840658562865,-0.026242277261501603,0.032248251929813745,True
AQ_imagination,0.10357294715935195,0.14488708640708314,-0.024986886700297656,0.02916674828459483,True
AQ,0.005242964196020141,0.019530634916056777,-0.030299124886770806,0.03409898989819806,True
AQ_social,-0.0017096812037774392,0.016875879899932333,-0.023289549052173127,0.031453758577305146,True
AQ_attentional_switches,-0.0024502406472600886,0.01691542380570832,-0.0257511785232283,0.03487572004945618,True
