"rt","stimulus","response","participant","trial"
2967.39999999851,"videos/fs1o.mp4",12,101,5
4550,"dot1_26",30,101,6
5224.69999999925,"videos/fs2yo.mp4",18,102,1
1010016,"dot2_26_52",25,102,2
2731.70000000112,"videos/fs1y.mp4",7,102,3
4442.30000000075,"dot1_13",12,102,4
3345.70000000112,"videos/fs1o.mp4",7,102,5
3813.30000000075,"dot1_26",20,102,6
5206.89999999851,"videos/fs2yo.mp4",23,103,1
6020.90000000224,"dot2_26_52",43,103,2
3996.5,"videos/fs1y.mp4",9,103,3
2858.09999999776,"dot1_13",13,103,4
3999.59999999776,"videos/fs1o.mp4",17,103,5
3981.5,"dot1_26",27,103,6
12433,"videos/fs2yo.mp4",21,104,1
4773,"dot2_26_52",50,104,2
5568,"videos/fs1y.mp4",17,104,3
4262,"dot1_13",20,104,4
3814,"videos/fs1o.mp4",36,104,5
3283,"dot1_26",40,104,6
8175.79999999702,"videos/fs2yo.mp4",18,105,1
6842.5,"dot2_26_52",40,105,2
6556.69999998808,"videos/fs1y.mp4",12,105,3
3586.70000000298,"dot1_13",12,105,4
2954.20000000298,"videos/fs1o.mp4",22,105,5
3199.10000000894,"dot1_26",20,105,6
9545,"videos/fs1yo.mp4",32,106,1
4072,"dot1_13_26",30,106,2
3791,"videos/fs2y.mp4",15,106,3
4354,"dot2_26",25,106,4
2424,"videos/fs2o.mp4",27,106,5
2928,"dot2_52",40,106,6
6340.40000009537,"videos/fs1yo.mp4",25,107,1
9905.40000009537,"dot1_13_26",30,107,2
3185.80000019073,"videos/fs2y.mp4",20,107,3
4471.7000002861,"dot2_26",30,107,4
2527.5,"videos/fs2o.mp4",20,107,5
2686.80000019073,"dot2_52",50,107,6
5306.39999999851,"videos/fs2yo.mp4",26,108,1
3739.40000000037,"dot2_26_52",45,108,2
1705.59999999963,"videos/fs1y.mp4",33,108,3
1957.09999999963,"dot1_13",15,108,4
3587.09999999963,"videos/fs1o.mp4",28,108,5
3242.30000000075,"dot1_26",30,108,6
8520.89999999944,"videos/fs2yo.mp4",13,109,1
3323.90000000037,"dot2_26_52",40,109,2
2203.90000000037,"videos/fs1y.mp4",8,109,3
4142.20000000019,"dot1_13",16,109,4
2293.40000000037,"videos/fs1o.mp4",32,109,5
3538.40000000037,"dot1_26",30,109,6
9119.29999999981,"videos/fs1yo.mp4",30,110,1
14885.2000000002,"dot1_13_26",40,110,2
7652.90000000037,"videos/fs2y.mp4",20,110,3
17139.2999999998,"dot2_26",30,110,4
6830.89999999944,"videos/fs2o.mp4",40,110,5
3412.09999999963,"dot2_52",66,110,6
8323.70000004768,"videos/fs1yo.mp4",11,111,1
9834.39999997616,"dot1_13_26",24,111,2
4794.39999997616,"videos/fs2y.mp4",5,111,3
4949.60000002384,"dot2_26",17,111,4
3986.60000002384,"videos/fs2o.mp4",13,111,5
4605.39999997616,"dot2_52",29,111,6
3686.89999997616,"videos/fs2yo.mp4",21,112,1
3097.69999998808,"dot2_26_52",35,112,2
1739.09999996424,"videos/fs1y.mp4",16,112,3
3057.79999995232,"dot1_13",12,112,4
1318.69999998808,"videos/fs1o.mp4",32,112,5
1751.40000003576,"dot1_26",20,112,6
11509.599999994,"videos/fs1yo.mp4",14,113,1
7703.5,"dot1_13_26",30,113,2
6443.90000000596,"videos/fs2y.mp4",6,113,3
6582.5,"dot2_26",40,113,4
7072.40000000596,"videos/fs2o.mp4",17,113,5
5851.40000000596,"dot2_52",50,113,6
13643,"videos/fs2yo.mp4",28,114,1
2437,"dot2_26_52",26,114,2
5115,"videos/fs1y.mp4",11,114,3
2036,"dot1_13",16,114,4
1385,"videos/fs1o.mp4",22,114,5
2071,"dot1_26",24,114,6
3326.29999995232,"videos/fs2yo.mp4",12,115,1
3828.60000002384,"dot2_26_52",45,115,2
2522.60000002384,"videos/fs1y.mp4",16,115,3
1873,"dot1_13",12,115,4
2573.89999997616,"videos/fs1o.mp4",29,115,5
2384.5,"dot1_26",23,115,6
6327.30000000075,"videos/fs1yo.mp4",17,116,1
4066.19999999925,"dot1_13_26",24,116,2
1364.39999999851,"videos/fs2y.mp4",13,116,3
5167.90000000224,"dot2_26",28,116,4
1191.30000000075,"videos/fs2o.mp4",26,116,5
1391.69999999925,"dot2_52",52,116,6
2969.29999999993,"videos/fs2yo.mp4",24,117,1
2757.89999999991,"dot2_26_52",30,117,2
4679.70000000019,"videos/fs1y.mp4",13,117,3
4273.30000000005,"dot1_13",20,117,4
3037.10000000009,"videos/fs1o.mp4",30,117,5
3983.19999999995,"dot1_26",30,117,6
22058,"videos/fs1yo.mp4",28,118,1
22747.799999997,"dot1_13_26",28,118,2
7159.19999999553,"videos/fs2y.mp4",20,118,3
4649.79999999702,"dot2_26",30,118,4
4787.70000000298,"videos/fs2o.mp4",25,118,5
5436.30000000447,"dot2_52",40,118,6
8933,"videos/fs1yo.mp4",20,119,1
6424,"dot1_13_26",25,119,2
6077,"videos/fs2y.mp4",12,119,3
5640,"dot2_26",25,119,4
3951,"videos/fs2o.mp4",13,119,5
3882,"dot2_52",30,119,6
25818.7000000477,"videos/fs1yo.mp4",14,120,1
9249.40000003576,"dot1_13_26",17,120,2
6861.10000002384,"videos/fs2y.mp4",5,120,3
5137.39999997616,"dot2_26",18,120,4
3757.5,"videos/fs2o.mp4",19,120,5
5751.19999998808,"dot2_52",34,120,6
5197.09999999404,"videos/fs2yo.mp4",13,121,1
1303.80000001192,"dot2_26_52",30,121,2
2034.30000001192,"videos/fs1y.mp4",20,121,3
2144.89999997616,"dot1_13",15,121,4
1331.5,"videos/fs1o.mp4",30,121,5
3731.30000001192,"dot1_26",22,121,6
9483,"videos/fs1yo.mp4",23,122,1
9137,"dot1_13_26",27,122,2
6516,"videos/fs2y.mp4",7,122,3
2424,"dot2_26",30,122,4
3035,"videos/fs2o.mp4",11,122,5
2822,"dot2_52",40,122,6
8571.09999999404,"videos/fs1yo.mp4",25,123,1
6764.59999999404,"dot1_13_26",30,123,2
7391.19999998808,"videos/fs2y.mp4",18,123,3
3317.90000000596,"dot2_26",40,123,4
3044.5,"videos/fs2o.mp4",30,123,5
3719.5,"dot2_52",55,123,6
9461.5,"videos/fs2yo.mp4",18,124,1
9976.5,"dot2_26_52",100,124,2
3823,"videos/fs1y.mp4",17,124,3
9815.20000000298,"dot1_13",30,124,4
3261.69999999925,"videos/fs1o.mp4",30,124,5
4201.89999999851,"dot1_26",40,124,6
16849.7999999523,"videos/fs1yo.mp4",18,125,1
9268.90000009537,"dot1_13_26",25,125,2
4033.40000009537,"videos/fs2y.mp4",3,125,3
3141.5,"dot2_26",25,125,4
2844.70000004768,"videos/fs2o.mp4",20,125,5
2665.19999980927,"dot2_52",40,125,6
5398.69999992847,"videos/fs1yo.mp4",32,126,1
4565.5,"dot1_13_26",36,126,2
2394.30000007153,"videos/fs2y.mp4",16,126,3
2439,"dot2_26",24,126,4
2147.19999992847,"videos/fs2o.mp4",32,126,5
1994,"dot2_52",42,126,6
5870.29999999981,"videos/fs1yo.mp4",20,127,1
10435.5,"dot1_13_26",35,127,2
8299.60000000009,"videos/fs2y.mp4",12,127,3
7893.29999999981,"dot2_26",35,127,4
5516.60000000009,"videos/fs2o.mp4",25,127,5
3718.5,"dot2_52",50,127,6
56739.1000000015,"videos/fs1yo.mp4",6,128,1
6786.59999999963,"dot1_13_26",25,128,2
9107.39999999851,"videos/fs2y.mp4",3,128,3
5314.5,"dot2_26",30,128,4
2852.5,"videos/fs2o.mp4",10,128,5
22871.1000000015,"dot2_52",45,128,6
6887.90000000596,"videos/fs1yo.mp4",14,129,1
6835.19999999553,"dot1_13_26",45,129,2
2676.30000000447,"videos/fs2y.mp4",7,129,3
6760.60000000149,"dot2_26",30,129,4
4250.39999999851,"videos/fs2o.mp4",25,129,5
6818.5,"dot2_52",45,129,6
7088.5,"videos/fs1yo.mp4",17,130,1
6437.10000002384,"dot1_13_26",100,130,2
2376,"videos/fs2y.mp4",9,130,3
2394.10000002384,"dot2_26",70,130,4
2524.60000002384,"videos/fs2o.mp4",13,130,5
3610.89999997616,"dot2_52",80,130,6
4195,"videos/fs1yo.mp4",25,131,1
7908.69999999995,"dot1_13_26",26,131,2
2996.59999999998,"videos/fs2y.mp4",15,131,3
2718,"dot2_26",23,131,4
2590.80000000005,"videos/fs2o.mp4",35,131,5
2703.39999999991,"dot2_52",40,131,6
7586.29999998212,"videos/fs1yo.mp4",24,132,1
6831.80000001192,"dot1_13_26",86,132,2
7471,"videos/fs2y.mp4",21,132,3
3954.29999998212,"dot2_26",100,132,4
7980.90000000596,"videos/fs2o.mp4",23,132,5
8428.09999999404,"dot2_52",90,132,6
8187.29999995232,"videos/fs2yo.mp4",25,133,1
8836.5,"dot2_26_52",40,133,2
2746.5,"videos/fs1y.mp4",15,133,3
4119.90000009537,"dot1_13",14,133,4
3381.29999995232,"videos/fs1o.mp4",32,133,5
3976.09999990463,"dot1_26",20,133,6
8971.09999996424,"videos/fs2yo.mp4",24,134,1
6564.69999998808,"dot2_26_52",32,134,2
3802.69999998808,"videos/fs1y.mp4",35,134,3
1749.59999996424,"dot1_13",14,134,4
7797.30000001192,"videos/fs1o.mp4",34,134,5
3125.59999996424,"dot1_26",27,134,6
